Variable,Description
MHP5R1,Relation to Person 5 (1st mentioned)
MHP5R2,Relation to Person 5 (2nd mentioned)
CLOSETO1,How close R is to Person 1
CLOSETO2,How close R is to Person 2
CLOSETO3,How close R is to Person 3
CLOSETO4,How close R is to Person 4
CLOSETO5,How close R is to Person 5
SEETALK1,How frequently R sees or talks to Person 1
SEETALK2,How frequently R sees or talks to Person 2
SEETALK3,How frequently R sees or talks to Person 3
SEETALK4,How frequently R sees or talks to Person 4
SEETALK5,How frequently R sees or talks to Person 5
MHTREAT1,Is Person 1 currently receiving treatment for their mental health problem
MHTREAT2,Is Person 2 currently receiving treatment for their mental health problem
MHTREAT3,Is Person 3 currently receiving treatment for their mental health problem
MHTREAT4,Is Person 4 currently receiving treatment for their mental health problem
MHTREAT5,Is Person 5 currently receiving treatment for their mental health problem
MYPROBS1,How much Person 1's mental health condition causes R problems
MYPROBS2,How much Person 2's mental health condition causes R problems
MYPROBS3,How much Person 3's mental health condition causes R problems
MYPROBS4,How much Person 4's mental health condition causes R problems
MYPROBS5,How much Person 5's mental health condition causes R problems
SEVERE1,How severe Person 1's mental health problem is
SEVERE2,How severe Person 2's mental health problem is
SEVERE3,How severe Person 3's mental health problem is
SEVERE4,How severe Person 4's mental health problem is
SEVERE5,How severe Person 5's mental health problem is
DANGOTH1,How dangerous R thinks Person 1 is to others
DANGOTH2,How dangerous R thinks Person 2 is to others
DANGOTH3,How dangerous R thinks Person 3 is to others
DANGOTH4,How dangerous R thinks Person 4 is to others
DANGOTH5,How dangerous R thinks Person 5 is to others
DANGSLF1,How dangerous R thinks Person 1 is to themself
DANGSLF2,How dangerous R thinks Person 2 is to themself
DANGSLF3,How dangerous R thinks Person 3 is to themself
DANGSLF4,How dangerous R thinks Person 4 is to themself
DANGSLF5,How dangerous R thinks Person 5 is to themself
FAMMHNEG,R's family's negative attitudes about MH problems
OTHMHNEG,R's other acquaintences negative attitudes about MH problems
DIAGNOSD,R ever diagnosed with MH problem
MHTREATD,R ever treated for MH problem
MCSDS1,I’m always willing to admit it when I make a mistake
MCSDS2,I sometimes try to get even rather than forgive and forget
MCSDS3,At times I have really insisted on having things my own way
MCSDS4,I have never been irked when people expressed ideas very different from my own
MCSDS5,I have never deliberately said something that hurt someone’s feelings
MCSDS6,I like to gossip at times
MCSDS7,There have been occasions when I took advantage of someone
PRIVPRAY,How often pray privately
MEDITATE,How often meditate
CONGHLP1,How much congregation help out with ill
CONGHLP2,How much congregation help out with prob
CONGHRM1,How often congregation make too much demand
CONGHRM2,How often congregation critical of things R do
COPE1,Think about life is part of larger force
COPE2,Work together with god as partner's
COPE3,Look to god for strength & support
COPE4,Feel god is punishing for sin
COPE5,Wonder whether god has abandoned me
COPE6,Try to make sense without relying on god
GODWATCH,Believe in god who watch over me
LESSPAIN,Feel deep sense of resp for reducing pain
RELLIFE,Try to carry beliefs into other dealings
FORGIVE1,Have forgiven self for mistakes
FORGIVE2,Have forgiven those who hurt me
FORGIVE3,Know that god forgives me
FEELGOD,Feel gods presence
RELCMFRT,Find strength and comfort in religion
HARMONY,Feel deep inner peace or harmony
UNIONGOD,Desire to be closer to god
GODLOVE,Feel gods love directly or thru others
BEAUSPRT,Spiritually touched by beauty creation
NOCHEER,In past 30 days feel sad
NERVOUS,In past 30 days feel nervous
FIDGETY,In past 30 days feel restless or fidgety
HOPELESS,In past 30 days feel hopeless
EFFORT,In past 30 days feel everything thing effort
WRTHLESS,In past 30 days feel worthless
LOTR1,In uncertain times I usually expect best
LOTR2,If something can go wrong for me it will
LOTR3,I'm always optimistic about my future
LOTR4,I hardly ever expect things to go my way
LOTR5,I rarely count on good things happening to me
LOTR6,I expect more good things to happen to me than bad
HOPE1,I could get out of a jam
HOPE2,I am energetically pursuing my goals
HOPE3,There are many ways around problems i face
HOPE4,I see myself as successful
HOPE5,I can think of many ways to reach my current goals
HOPE6,I am meeting my current goals
RELPERSN,R consider self a religious person
SPRTPRSN,R consider self a spiritual person
RELEXP,Have religious experience changed life
NATARTS,Spending right amount on arts
ARTGOD,Thru art and music we come closer to god
ARTISTS,Excellent artists able support themselves
IRRELART,Should allow art to mock or demean religion
IRRELOFF,Offended art mocks or demeans religion
AIMOFART,Aim of art
READFICT,Read novels poems or plays
POPMUSIC,Went to a live performance of popular music
DRAMA,Went to a live drama
RELART,Had experience of art at place of worship
VOLARTS,Volunteered for organizations of arts
NATLART,Feel fed gov should provide assistance to art
STATEART,Feel state gov should provide assistance to art
LOCALART,Feel local gov should provide assistance to art
PRFMNCE,Did R go to a performance in last 12 months
ARTEXBT,Did R go to an art exhibit in last 12 months
PRFMMUS,Was it a music performance
PRFMDAN,Was it a dance performance
PRFMTHE,Was it a theater performance
PRFMATT,Did R attend alone or with others
PRFMATT1,Attended with spouse or partner
PRFMATT2,Attended with child
PRFMATT3,Attended with friend
PRFMATT4,Attended with relative
PRFMATT5,Attended with other
PRFMFREE,Was performance attended free
PRFMWHY1,Imp of low cost in decision to attend performance
PRFMWHY2,Imp of wanting to experience high quality art in decision to attend perf
PRFMWHY3,Imp of wanting to socialize with friends or fam in decision to attend perf
PRFMWHY4,Imp of wanting to celebrate cultural heritage in decision to attend perf
PRFMWHY5,Imp of wanting to support community in decision to attend perf
PRFMWHY6,Imp of wanting to learn in decision to attend perf
PRFMWHY7,Imp of location in decision to attend perf
PRFMWHY8,Imp of specific individ performer in decision to attend perf
PRFMWHY9,Was there another major reason in decision to attend perf
PRFMWHY0,Other major reason in decision to attend perf
ARTATT,Attended exhibit alone or with others
ARTATT1,Attended with spouse or partner
ARTATT2,Attended with child
ARTATT3,Attended with friend
ARTATT4,Attended with relative
ARTATT5,Attended with other
ARTFREE,Was exhibit attended free
ARTWHY1,Imp of low cost in decision to attend exhibit
ARTWHY2,Imp of wanting to experience high quality art in decision to attend exhibit
ARTWHY3,Imp of wanting to socialize with friends or fam in decision to attend exhibit
ARTWHY4,Imp of wanting to celebrate cultural heritage in decision to attend exhibit
ARTWHY5,Imp of wanting to support community in decision to attend exhibit
ARTWHY6,Imp of wanting to learn in decision to attend exhibit
ARTWHY7,Imp of location in decision to attend exhibit
ARTWHY8,Was there another major reason in decision to attend exhibit
ARTWHY9,Other major reason in decision to attend
NOGO,Perf or exhibit R wanted to go to in past 12 months but did not
NOGO1,Performance or exhibit
PRFMCOST,Did not go due to cost
PRFMINT,Did not go since not of interest
PRFMTRVL,Did not go because too dificult to get there
PRFMGST,Did not go because couldn't find anyone to go with
PRFMTIME,Did not go due to lack of time
PRFMLOC,Did not want to go to that location
PRFMOTHR,Other reason why did not go
PRFMOTHR1,Other reason why did not go
ARTCOST,Did not go due to cost
ARTINT,Did not go since not of interest
ARTTRVL,Did not go because too dificult to get there
ARTGST,Did not go because couldn't find anyone to go with
ARTTIME,Did not go due to lack of time
ARTLOC,Did not want to go to that location
ARTOTHR,Other reason why did not go
PRFMMOSTOTH,Most imp factor in not attending performance
ARTMOSTOTH,Most imp factor in not attending art exhibit
OCCYRS,How many years in your occupation
OCCTRAIN,Gone thru specialized training
TRAINSCH,How many years spent on training
TYPEORG,Work in independent or part of larger org
WRKOTH,Ever worked full time at other parts of org
OTHYRS,Years worked full time at other parts of org
PARTORG,In what ways part of the larger org
ORGSIZE,How many people employed in the entire org
GENDERWK,Mostly men or women at the workplace
LOCYRS,How long have worked at this location
SAMEWORK,Worked at other site with similar product
SITEYRS,How long have worked for those sites
OTJTRAIN,Received any on-the-job training
FORMLTRN,Did it include formal training course
FORMLFIN,Have you finished all the courses
FORMLDYS,The number of days in formal training
FORMLHRS,The number of hrs in formal training
DOINGTRN,Include informal learning by doing
DOINGFIN,Have completed this on-the-job training
DOINGDYS,How long spent on learning by doing
WOJOB,Since 1st job ever been without a job
WOJOBYRS,How many years without a job
NUMEMP,For how many employers ever worked full time
HOWPAID,How get paid last week
HOURLY,What is your hoURLy wage before tax
DAILY,What is your daily wage before tax
WEEKLY,What is your weekly wage before tax
MONTHLY,What is your monthly wage before tax
YEARLY,What is your yearly wage before tax
TRUSTING,Most people can be trusted
SEENMNTL,You or anyone you know seen a psychiatrist
PSYCMED1,Psychiatric medicine is harmful to the body
PSYCMED2,People should stop taking if symptoms gone
PSYCMED3,Taking these medicine interferes w daily act
PSYCMED4,Helps people deal w day to day stresses
PSYCMED5,Makes things easier in relations
PSYCMED6,These medications help control symptoms
PSYCMED7,Helps people feel better about themselves
USEPSYC1,Will take medicine because personal trouble
USEPSYC2,Will take medicine because cant cope w stress
USEPSYC3,Will take medicine because feeling depressed
USEPSYC4,Will take medicine because intense fear
PSYCKID1,Will give kid med because kid is hostile
PSYCKID2,Will give kid med because school trouble
PSYCKID3,Will give kid med because kid talked suicide
PSYCDRCT,Prefer go directly to a mental health spec
PSYCFDOC,Would trust family physician prescription
PSYCPSYC,Only trust psychiatrist prescription
HLTHINSR,Have health insurance
DOCLIST,Use a directory list for health care plan
ANYDOC,Can choose any doctor i like
SWITHLTH,Ever switched plan medical care provider
USEDMNTL,Have sought care with mental health since plan
MNTLCARE,Were able to get mental health care
MNTLDIF,How difficult to get mental health care
MNTLDENY,Ever denied services under plans package
HMO1,HMO improves the quality of care
HMO2,HMO prevent doctors from prescribing tests
HMO3,HMO help to control costs
HMO4,HMO prevent people from getting needed care
HMO5,HMO damage trust btwn doctors and patients
HMO6,HMO take medical decisions from physicians
HMO7,HMO make emotional mental prblm more difficult
DOC1,Doctors aren't as thorough as should be
DOC2,Doctors do best to prevent worrying
DOC3,Doctors sometimes take unnecessary risks
DOC4,Doctors are careful to check everything
DOC5,Doctors treat patients with respect
DOC6,I hardly see the same doctors each time
DOC7,Doctors avoid unnecessary patient expenses
DOC8,Doctors cause worry because don't explain
DOC9,Doctors ignore old problems care new ones
DOC10,Doctors recommend surgery if no other way
DOC11,Doctors willing to refer me a specialist
DOC12,Doctors unable to tell me all the options
DOC13,Doctors deny me the treatment needed
DOC14,Doctors put cost consideration above care
DOC15,Doctor not really care me as a person
DOC16,Doctors judgment trusted
DOC17,Doctor does not do everything should for me
DOC18,Doctor put medical needs above all other
DOC19,Doctor a real expert in taking care problem
DOC20,Doctor tell me if a mistake was made
PROZAC,Have you ever heard of prozac
USEDPROZ,Have you ever taken prozac
KNWNPROZ,Have you known anyone who took prozac
PROZFOR1,What can you tell me about prozac is used for
PROZFOR2,What can you tell me about prozac is used for
PROZFOR3,What can you tell me about prozac is used for
PROZ1,Prozac is harmful to the body
PROZ2,If no symptoms should dISCOntinue prozac
PROZ3,Taking prozac interferes with daily activities
PROZ4,Taking prozac helps people deal with stress
PROZ5,Taking prozac makes relations easier
PROZ6,Prozac helps people control their symptoms
PROZ7,Prozac makes people feel better about themselves
PROZ8,Prozac should be taken to enhance personalities
PROZ9,Prozac is for those diagnosed with depression
PROZSLF1,Take prozac if trouble in personal life
PROZSLF2,Take prozac if cant cope with stresses
PROZSLF3,Take prozac if feel depressed sleepless
PROZSLF4,Take prozac if intense fear losing control
PROZKID1,Give kid prozac if is hostile
PROZKID2,Give kid prozac if is not paying attention
PROZKID3,Give kid prozac if is talking about suicide
SOCSECRT,Social security will be better
SOCSECFX,How serious is social securities problem
SOCSECNU,Social security phase out or continue
TERMINAL,Have you or close friends relative faced with terminal illness
TERMECON,Worry about economic burden of terminal illness
TERMREL,My religious community very helpful
TERMEMOT,Worry about emotional burden on my family
TERMPAIN,Believe doctors can control my pain
TERMPAY,Worry if no money get second class care
TRUSTFAM,Would trust my family
TRUSTDOC,Would trust my doctor
TRUSTCRT,Would trust the courts
TERMVIG,One of the vignettes
RIGHTREF,Have a right to refuse further treatment
NOTREAT,Refuse treatment except pain relief
INSTRCTN,Prepare written instructions explaining future car
HOSPICE,Choose hospice until patient dies
PAINMED,Ask doctors to increase pain medication
DOCSUI,Ask for physician-assisted suicide
FAMWHTS,Whites committed to strong families
FAMBLKS,Blacks committed to strong families
FAMJEWS,Jews committed to strong families
FAMHSPS,Hispanics committed to strong families
FAMASNS,Asians committed to strong families
FAIRWHTS,Whites committed to fair and equal treatment of
FAIRBLKS,Blacks committed to fair and equal treatment of
FAIRJEWS,Jews committed to fair and equal treatment of a
FAIRHSPS,Hispanics committed to fair and equal treatment
