Variable,Description
MMBGIVE,GIVE AWAY/SHARE MARIJUANA BOUGHT LAST TIME
MMTRADE,TRADED SOMETHING FOR MARIJUANA PAST 12 MOS
MMTRD30D,TRADED SOMETHING FOR MARIJUANA PAST 30 DAYS
MMTRDREC,TIME SINCE LAST TRADED SOMETHING FOR MARIJUANA
MMT30FRQ,# DAYS TRADED FOR MARIJUANA PAST 30 DAYS
MMTJNTLS,LAST MARIJUANA TRADED FOR IN JOINTS OR LOOSE
MMTJNTNM,# MARIJUANA JOINTS TRADED FOR LAST TIME
MMTJWRCB,AMOUNT WORTH LAST MARIJUANA JOINTS TRADED FOR
MMTJWRTH,PRICE CATEGORY OF LAST MARIJUANA JOINTS TRADED FOR
MMTLUNIT,"AMT OF MARIJUANA TRADED FOR LAST TIME: GRMS,OZ,LBS"
MMTLGMS,AMT OF MARIJUANA TRADED FOR LAST TIME - GRAMS
MMTLOZS,AMT OF MARIJUANA TRADED FOR LAST TIME - OUNCES
MMTLWRCB,AMOUNT THE LAST MARIJUANA TRADED FOR WAS WORTH
MMTLWRTH,PRICE CATEGORY OF LAST LOOSE MARIJUANA TRADED FOR
MMTRDWHO,WHO GAVE YOU LAST MARIJUANA TRADED FOR
MMTPLACE,WHERE YOU WERE LAST TIME TRADED FOR MARIJUANA
MMTCLOSE,HOW NEAR YOU WHEN TRADED FOR MARIJUANA LAST TIME
MMTKEEP,KEEP ALL OF LAST MARIJUANA TRADED FOR
MMTSELL,SELL ANY MARIJUANA YOU TRADED FOR LAST TIME
MMTGIVE,GIVE AWAY ANY MARIJUANA YOU TRADED FOR LAST TIME
MMGKEEP,KEEP ALL MARIJUANA LAST TIME YOU GREW IT
MMGSELL,SELL ANY MARIJUANA LAST TIME YOU GREW IT
MMGGIVE,GIVE AWAY ANY MARIJUANA LAST TIME YOU GREW IT
MMFREWHO,WHO GAVE YOU LAST FREE MARIJUANA
MMFPLACE,WHERE WERE YOU LAST TIME GOT FREE MARIJUANA
MMFCLOSE,HOW NEAR YOU WHEN YOU GOT LAST FREE MARIJUANA
MMFKEEP,KEEP ALL MARIJUANA GOT LAST TIME FOR FREE
MMFSELL,SELL ANY MARIJUANA GOT LAST TIME FOR FREE
MMFGIVE,GIVE AWAY ANY MARIJUANA GOT LAST TIME FOR FREE
MMBATJOB,AT JOB OR BUSINESS LAST TIME BOUGHT MARIJUANA
GRSKPKCG,GREAT RISK:  SMOKE 1+ PACKS CIGARETTES PER DAY
GRSKMOCC,GREAT RISK:  USE MARIJUANA ONCE A MONTH
GRSKMREG,GREAT RISK:  USE MARIJUANA 1-2 TIMES PER WEEK
GRSKCOCC,GREAT RISK:  USE COCAINE ONCE A MONTH
GRSKCREG,GREAT RISK:  USE COCAINE 1-2 TIMES PER WEEK
GRSKD4_5,GREAT RISK:  HAVE 4-5 ALC DRINKS PER DAY
GRSKD5WK,GREAT RISK:  HAVE 5+ ALC DRINKS 1-2 TIMES PER WEEK
GRSKHTRY,GREAT RISK:  TRYING HEROIN ONCE OR TWICE
GRSKHREG,GREAT RISK:  USE HEROIN 1-2 TIMES PER WEEK
GRSKLTRY,GREAT RISK:  TRYING LSD ONCE OR TWICE
GRSKLREG,GREAT RISK:  USE LSD 1-2 TIMES PER WEEK
RDIFMJ,MARIJUANA FAIRLY OR VERY EASY TO OBTAIN
RDIFCRK,CRACK FAIRLY OR VERY EASY TO OBTAIN
RDIFCOC,COCAINE FAIRLY OR VERY EASY TO OBTAIN
RDIFHER,HEROIN FAIRLY OR VERY EASY TO OBTAIN
RDIFLSD,LSD FAIRLY OR VERY EASY TO OBTAIN
APPSELDG,APPROACHED BY SOMEONE SELLING DRUGS
COLLENR,COLLEGE ENROLLMENT - FULL TIME
COLLENR2,COLLEGE ENROLLMENT
PROB,RC-PROBATION STATUS IN THE PAST YEAR
PAROL,RC-PAROLE/SUPERVISED RELEASE STATUS IN THE PAST YEAR
IRINSUR3,IMPUTATION-REVISED HEALTH INSURANCE
IIINSUR3,IRINSUR3 IMPUTATION INDICATOR
IRINSUR,IMPUTATION-REVISED HEALTH INSURANCE
IIINSUR,IRINSUR IMPUTATION INDICATOR
IRPINSUR,IMPUTATION-REVISED PRIVATE HEALTH INSURANCE
IIPINSUR,IRPINSUR IMPUTATION INDICATOR
IROTHHLT,OTHER HEALTH INSURANCE - IMPUTATION REVISED
IIOTHHLT,OTHER HEALTH INSURANCE - IMPUTATION INDICATOR
IRMCDCHP,MEDICAID/CHIP - IMPUTATION REVISED
IIMCDCHP,MEDICAID/CHIP - IMPUTATION INDICATOR
IRMEDICR,MEDICARE - IMPUTATION REVISED
IIMEDICR,MEDICARE - IMPUTATION INDICATOR
IRCHMPUS,CHAMPUS - IMPUTATION REVISED
IICHMPUS,CHAMPUS - IMPUTATION INDICATOR
IRPRVHLT,PRIVATE HEALTH INSURANCE - IMPUTATION REVISED
IIPRVHLT,PRIVATE HEALTH INSURANCE - IMPUTATION INDICATOR
IRINSUR4,RC-OVERALL HEALTH INSURANCE - IMPUTATION REVISED
IIINSUR4,RC-OVERALL HEALTH INSURANCE - IMPUTATION INDICATOR
LANGVER,LANGUAGE VERSION
MRJYDAYS,RC-# OF DAYS USED MARIJUANA IN PAST YEAR
INHYDAYS,# OF DAYS USED INHALANTS IN PAST YEAR
ALCYDAYS,RC-# OF DAYS USED ALCOHOL IN PAST YEAR
COCYDAYS,RC-# OF DAYS USED COCAINE IN PAST YEAR
HALYDAYS,# OF DAYS USED HALLUCINOGENS IN PAST YEAR
MRJMDAYS,RC-# OF DAYS USED MARIJUANA IN PAST MONTH
INHMDAYS,# OF DAYS USED INHALANTS IN PAST MONTH
ALCMDAYS,RC-# OF DAYS USED ALCOHOL IN PAST MONTH
CIGMDAYS,RC-# OF DAYS USED CIGARETTES IN PAST MONTH
CIGPDAY,RC-# OF CIGARETTES SMOKED PER DAY AMONG DAILY SMOKERS
COCMDAYS,RC-# OF DAYS USED COCAINE IN PAST MONTH
HALMDAYS,# OF DAYS USED HALLUCINOGENS IN PAST MONTH
BIDIMONR,BIDIS - PAST MONTH USE
BIDIYRR,BIDIS - PAST YEAR USE
BIDIFLGR,BIDIS - LIFETIME USE
CLOVMONR,CLOVES - PAST MONTH USE
CLOVYRR,CLOVES - PAST YEAR USE
CLOVFLGR,CLOVES - LIFETIME USE
SPCGMONR,SPECIALTY CIGARETTES - PAST MONTH USE
SPCGYRR,SPECIALTY CIGARETTES - PAST YEAR USE
SPCGFLGR,SPECIALTY CIGARETTES - LIFETIME USE
DEPNDALC,RC-ALCOHOL DEPENDENCE - PAST YEAR
DEPNDMRJ,RC-MARIJUANA DEPENDENCE - PAST YEAR
DEPNDHAL,HALLUCINOGEN DEPENDENCE IN THE PAST YEAR
DEPNDHER,RC-HEROIN DEPENDENCE - PAST YEAR
DEPNDSTM,STIMULANT DEPENDENCE IN THE PAST YEAR
DEPNDSED,SEDATIVE DEPENDENCE IN THE PAST YEAR
DEPNDTRN,TRANQUILIZER DEPENDENCE IN THE PAST YEAR
DEPNDANL,PAIN RELIEVER DEPENDENCE IN THE PAST YEAR
DEPNDCOC,RC-COCAINE DEPENDENCE - PAST YEAR
DEPNDINH,INHALANT DEPENDENCE IN THE PAST YEAR
DEPNDPSY,PSYCHOTHERAPEUTIC DEPENDENCE IN THE PAST YR
DEPNDILL,ILLICIT DRUG DEPENDENCE IN THE PAST YEAR
DPILLALC,ILLICIT DRUG OR ALCOHOL DEPENDENCE IN PAST YR
DEPNDXMJ,ILLICIT DRUG EXCLUDING MARIJUANA DEP IN PAST YR
DEPNDIEM,ILLICIT DRUG OTHER THAN MARIJUANA DEP IN PAST YR
DPILANAL,ILLICIT DRUG AND ALCOHOL DEPENDENCE IN PAST YR
ABUSEALC,RC-ALCOHOL ABUSE - PAST YEAR
ABUSEMRJ,RC-MARIJUANA ABUSE - PAST YEAR
ABUSEHAL,HALLUCINOGEN ABUSE - PAST YEAR
ABUSEHER,RC-HEROIN ABUSE - PAST YEAR
ABUSESTM,STIMULANT ABUSE - PAST YEAR
ABUSESED,SEDATIVE ABUSE - PAST YEAR
ABUSETRN,TRANQUILIZER ABUSE - PAST YEAR
ABUSEANL,PRESCRIPTION PAIN RELIEVER ABUSE - PAST YEAR
ABUSECOC,RC-COCAINE ABUSE - PAST YEAR
ABUSEINH,INHALANT ABUSE - PAST YEAR
ABUSEILL,ILLICIT DRUG ABUSE - PAST YEAR
ABUSEPSY,NON-MEDICAL PSYCHOTHERAPEUTIC DRUG ABUSE - PST YR
ABILLALC,ILLICIT DRUG OR ALCOHOL ABUSE - PAST YEAR
ABILANAL,ILLICIT DRUG AND ALCOHOL ABUSE - PAST YEAR
ABUSEXMJ,ILLICIT DRUG EXCLUDING MARIJUANA ABUSE - PST YR
ABUSEIEM,ILLICIT DRUG OTHER THAN MARIJUANA ABUSE - PST YR
ABODALC,RC-ALCOHOL DEPENDENCE OR ABUSE - PAST YEAR
ABODMRJ,RC-MARIJUANA DEPENDENCE OR ABUSE - PAST YEAR
ABODCOC,RC-COCAINE DEPENDENCE OR ABUSE - PAST YEAR
ABODHER,RC-HEROIN DEPENDENCE OR ABUSE - PAST YEAR
ABODHAL,HALLUCINOGEN ABUSE OR DEPENDENCE - PAST YEAR
ABODINH,INHALANT ABUSE OR DEPENDENCE - PAST YEAR
ABODANL,PAIN RELIEVER ABUSE OR DEPENDENCE - PAST YEAR
ABODTRN,TRANQUILIZER ABUSE OR DEPENDENCE - PAST YEAR
ABODSTM,STIMULANT ABUSE OR DEPENDENCE - PAST YEAR
ABODSED,SEDATIVE ABUSE OR DEPENDENCE - PAST YEAR
ABODPSY,PSYCHOTHERAPEUTIC ABUSE OR DEPENDENCE - PAST YEAR
ABODILL,ILLICIT DRUG ABUSE OR DEPENDENCE - PAST YEAR
ABODIEM,ILLICIT DRUG OTHER THAN MRJ ABUSE OR DEP - PST YR
ABODILAL,ILLICIT DRUG OR ALCOHOL ABUSE OR DEP - PST YR
ABDILAAL,ILLICIT DRUG AND ALCOHOL ABUSE OR DEP - PST YR
DRIVALC2,DROVE VEHICLE WHILE UNDER INFLUENCE OF ALCOHOL PY
DRIVDRG2,DROVE VEHICLE UNDER INFLUENCE OF ILLICIT DRUGS PY
DRIVALD2,DROVE VEHICLE UNDER INFLUENCE OF ALC/ILL DRUGS PY
SPECTALC,RCVD TRMT AT SPEC FAC FOR ALC - PST YR
SPECTILL,RCVD TRMT AT SPEC FAC FOR ILL DRG - PST YR
SPILLALC,RCVD TRMT AT SPEC FAC FOR ILL DRG OR ALC - PST YR
TXILLALC,RCVD TRMT ANY LOC FOR ILL DRG OR ALC - PST YR
ALCTRMT,RCVD TRMT ANY LOC FOR ALC USE - PST YR
ILLTRMT,RCVD TRMT ANY LOC FOR ILL DRG USE - PST YR
TXILANAL,RCVD TRMT ANY LOC FOR ILL DRG AND ALC - PST YR
TXLTMJ2,RECEIVED LAST/CURRENT TREATMENT FOR MARIJUANA
TXLTCOC2,RECEIVED LAST/CURRENT TREATMENT FOR COCAINE
TXLTHER2,RECEIVED LAST/CURRENT TREATMENT FOR HEROIN
TXLTSTM2,RECEIVED LAST/CURRENT TREATMENT FOR STIMULANTS
TXLTSED2,RECEIVED LAST/CURRENT TREATMENT FOR SEDATIVES
TXLTANL2,RECEIVED LAST/CURRENT TREATMENT FOR PAIN RELIEVERS
TXLTTRN2,RECEIVED LAST/CURRENT TREATMENT FOR TRANQUILIZERS
TXLTHAL2,RECEIVED LAST/CURRENT TREATMENT FOR HALLUCINOGENS
TXLTINH2,RECEIVED LAST/CURRENT TREATMENT FOR INHALANTS
TXLTALC2,RECEIVED LAST/CURRENT TREATMENT FOR ALCOHOL
TXPINS2,LAST/CURR ILL DRG/ALC TRT PAID FOR BY INSURANCE
TXPCARE2,LAST/CURR ILL DRG/ALC TRT PAID FOR BY MEDICARE
TXPCAID2,LAST/CURR ILL DRG/ALC TRT PAID FOR BY MEDICAID
TXPPUBP2,LAST/CURR ILL DRG/ALC TRT PAID FOR BY PUBLIC ASST
TXPSAVE2,LAST/CURR ILL DRG/ALC TRT PAID FOR BY OWN SAVINGS
TXPFMLY2,LAST/CURR ILL DRG/ALC TRT PAID FOR BY FAM MEMBERS
TXPCORT2,LAST/CURR ILL DRG/ALC TRT PAID FOR BY COURTS
TXPMILC2,LAST/CURR ILL DRG/ALC TRT PAID FOR BY MILT HLTCARE
TXPEMPL2,LAST/CURR ILL DRG/ALC TRT PAID FOR BY EMPLOYER
ALCPINS,LAST/CURRENT ALC TREATMENT PAID FOR BY INSURANCE
ALCPCARE,LAST/CURRENT ALC TREATMENT PAID FOR BY MEDICARE
ALCPCAID,LAST/CURRENT ALC TREATMENT PAID FOR BY MEDICAID
ALCPPUBP,LAST/CURRENT ALC TREATMENT PAID FOR BY PUBLIC ASST
ALCPSAVE,LAST/CURRENT ALC TREATMENT PAID FOR BY OWN SAVINGS
ALCPFMLY,LAST/CURRENT ALC TREATMENT PAID FOR BY FAM MEMBERS
ALCPCORT,LAST/CURRENT ALC TREATMENT PAID FOR BY COURTS
ALCPMILC,LAST/CURRENT ALC TRT PAID FOR BY MILT HLTCARE
ALCPEMPL,LAST/CURRENT ALC TREATMENT PAID FOR BY EMPLOYER
ILLPINS,LAST/CURRENT ILL DRUG TRT PAID FOR BY INSURANCE
ILLPCARE,LAST/CURRENT ILL DRUG TRT PAID FOR BY MEDICARE
ILLPCAID,LAST/CURRENT ILL DRUG TRT PAID FOR BY MEDICAID
ILLPPUBP,LAST/CURRENT ILL DRUG TRT PAID FOR BY PUBLIC ASST
ILLPSAVE,LAST/CURRENT ILL DRUG TRT PAID FOR BY OWN SAVINGS
ILLPFMLY,LAST/CURRENT ILL DRUG TRT PAID FOR BY FAM MEMBERS
ILLPCORT,LAST/CURRENT ILL DRUG TRT PAID FOR BY COURTS
ILLPMILC,LAST/CURRENT ILL DRUG TRT PAID FOR BY MILT HLTCARE
ILLPEMPL,LAST/CURRENT ILL DRUG TRT PAID FOR BY EMPLOYER
ALCHOSP,RECEIVED ALC TRT AT A HOSPITAL IN PAST YR
ALCRFIN,RECEIVED ALC TRT AT AN INP REHAB FAC IN PAST YR
ALCRFOP,RECEIVED ALC TRT AT AN OUTP REHAB FAC IN PAST YR
ALCMHC,RECEIVED ALC TRT AT A MNTL HLTH CNTR IN PAST YR
ALCTXER,RECEIVED ALC TRT AT AN EMERGENCY ROOM IN PAST YR
ALCDOC,"RECEIVED ALC TRT AT A DOCTOR""S OFFICE IN PAST YR"
ALCJAIL,RECEIVED ALC TRT AT A PRISON/JAIL IN PAST YR
ALCSHG,RECEIVED ALC TRT AT A SELF-HELP GROUP IN PAST YR
DRGHOSP,RCVD ILL DRUG TRT AT A HOSPITAL IN PAST YR
DRGRFIN,RCVD ILL DRUG TRT AT AN INP REHAB FAC IN PAST YR
DRGRFOP,RCVD ILL DRUG TRT AT AN OUTP REHAB FAC IN PAST YR
DRGMHC,RCVD ILL DRUG TRT AT A MNTL HLTH CNTR IN PAST YR
DRGTXER,RCVD ILL DRUG TRT AT AN EMERGENCY ROOM IN PAST YR
DRGDOC,"RCVD ILL DRUG TRT AT A DOCTOR""S OFFICE IN PAST YR"
DRGJAIL,RCVD ILL DRUG TRT AT A PRISON/JAIL IN PAST YR
DRGSHG,RCVD ILL DRUG TRT AT A SELF-HELP GROUP IN PAST YR
LOCHOSP,RCVD ILL DRG/ALC TRT AT A HOSPITAL IN PAST YR
LOCRFIN,RCVD ILL DRG/ALC TRT AT INP REHAB FAC IN PAST YR
LOCRFOP,RCVD ILL DRG/ALC TRT AT OUTP REHAB FAC IN PAST YR
LOCMHC,RCVD ILL DRG/ALC TRT AT MNTL HLTH CNTR IN PAST YR
LOCTXER,RCVD ILL DRG/ALC TRT AT AN ER IN PAST YR
LOCDOC,"RCVD ILL DRG/ALC TRT AT A DR""S OFFICE IN PAST YR"
LOCJAIL,RCVD ILL DRG/ALC TRT AT A PRISON/JAIL IN PAST YR
LOCSHG,RCVD ILL DRG/ALC TRT AT SELF-HELP GROUP IN PAST YR
ILLNEED,NEEDED TREATMENT FOR ILLICIT DRUG USE - PST YR
TXNOSPEC,"NEEDED TRT FOR ILL DRG USE, NOT RCD TRT SPC FAC-PY"
TXLTILL2,RECEIVED LAST/CURRENT TREATMENT FOR ILLICIT DRUGS
YTHER,RC-RCVD EMOT TRMT FROM THERAPIST IN PST YR
YSCHL,TALKED W/SCH COUNS FOR EMOT PROB IN PST YR
YCLIN,RC-RCVD EMOT TRMT IN MENT HLTH CLNC IN PST YR
YHOME,RC-RCVD EMOT TRMT FROM IN-HOME COUNS IN PST YR
YPED,RC-RCVD EMOT TRMT FROM FAMLY DOC IN PST YR
YHOSP,RC-STAYED OVNT IN HOSP FOR EMOT TRMT IN PST YR
YSPED,SPECIAL EDUC SVCS FOR EMOT PROB IN PST YR
YDAYTRT,RC-SPENT TIME IN DAY TRMT PRG FOR EMOT PRB IN PST YR
YRESID,RC-STAYED IN RESID CTR FOR EMOT TRMT IN PST YR
YFOST,RC-SPENT TIME IN FOST CARE FOR EMOT PROB IN PST YR
ANYTRT10,RCVD MH TRT FROM ANY OF 10 SOURCES IN PST YR
ANYTRT9,RCVD MH TRT FROM ANY OF 9 SOURCES IN PST YR
REASSUIC,RCVD MENTAL HLTH TRT IN PST YR B/C TRIED SUICIDE
REASDEPR,RCVD MENTAL HLTH TRT IN PST YR B/C DEPRESSED
REASFEAR,RCVD MENTAL HLTH TRT IN PST YR B/C AFRAID/TENSE
REASBRAK,RCVD MENTAL HLTH TRT IN PST YR B/C BREAKING RULES
REASEATP,RCVD MENTAL HLTH TRT IN PST YR B/C EATING PROBLEMS
REASFAM,RCVD MENTAL HLTH TRT IN PST YR B/C FAMILY PROBLEMS
REASSOC,RCVD MENTAL HLTH TRT IN PST YR B/C SOCIAL PROBLEMS
REASSCH,RCVD MENTAL HLTH TRT IN PST YR B/C SCHOOL ISSUES
REASOTH,RCVD MENTAL HLTH TRT IN PST YR B/C OTHER REASONS
AMHINP2,RC-RCVD INPATIENT MENTAL HEALTH TRT IN PST YR
AMHRX2,RC-RCVD PRESC MED FOR MENTAL HLTH TRT IN PST YR
AMHTXND2,RC-PERCEIVED UNMET NEED/DID NOT RCV MH TRT IN PST YR
REASMEN,RCVD MENTAL HLTH TRT IN PST YR B/C OTH DISORDER
PREG,RC-PREGNANT FEMALES AGED 12-44
PREG2,RC-PREGNANCY STATUS OF FEMALES AGED 12-44
TRIMEST,RC-CURRENT TRIMESTER OF PREGNANCY-FEMALES AGED 12-44
DGSPCLS2,YOUTH TAKEN SPECIAL CLASS ABOUT DRUGS
DGRGCLS2,YOUTH DRUG EDUC IN REGULAR CLASS
DRGLECT2,YOUTH DRUG EDUC OUTSIDE REG CLASS
YTHACT2,RC-YTH PARTICIPATED IN YOUTH ACTIVITIES
SCHFELT,RC-HOW YTH FELT: ABOUT GOING TO SCHOOL IN PST YR
SCHWORK,HOW YTH FELT: SCHL WORK IMPT IN PST YR
SCHIMPT,HOW YTH FELT: THINGS LEARNED IN PST YR IMP IN LIFE
SCHINTST,HOW YTH FELT: CLASS AT SCHL INTERST IN PST YR
TCHGJOB,RC-TEACHER LET YTH KNOW DOING GOOD JOB IN PST YR
STNDSCIG,RC-STUDENTS IN YTH GRADE SMOKE CIGARETTES
STNDSMJ,RC-STUDENTS IN YTH GRADE USE MARIJUANA
STNDALC,RC-STUDENTS IN YTH GRADE DRINK ALCOHOLIC BEVERAGES
STNDDNK,RC-STUDENTS IN YTH GRADE GET DRUNK ONCE/WEEK
PARCHKHW,RC-PARENTS CHECK IF HOMEWORK DONE IN PST YR
PARHLPHW,RC-PARENTS HELP WITH HOMEWORK IN PST YR
PRCHORE2,RC-PARENTS MAKE YTH DO CHORES AROUND HOUSE IN PST YR
PRLMTTV2,RC-PARENTS LIMIT AMOUNT OF TV IN PST YR
PARLMTSN,RC-PARENTS LIMIT TIME OUT ON SCHOOL NIGHT IN PST YR
PRGDJOB2,RC-PARENTS TELL YTH HAD DONE GOOD JOB IN PST YR
PRPROUD2,RC-PARENTS TELL YTH PROUD OF THINGS DONE IN PST YR
ARGUPAR,RC-TIMES ARGUED/HAD A FIGHT WITH ONE PARENT IN PST YR
PRMJMO,RC-YTH THINK: PARENTS FEEL ABT YTH USE MARIJUANA MNTHLY
YFLMJMO,RC-HOW YTH FEELS: PEERS USING MARIJUANA MONTHLY
FRDPCIG2,RC-YTH THINK: CLSE FRND FEEL ABT YTH SMK 1+ PAC DAILY
FRDMEVR2,RC-YTH THINK: CLOSE FRNDS FEEL ABT YTH TRY MARIJUANA
FRDMJMON,RC-YTH THINK: CLSE FRNDS FEEL ABT YTH USE MARIJUANA MON
FRDADLY2,RC-YTH THINK: CLSE FRND FEEL ABT YTH HAVE 1-2 ALC/DAY
RLGIMPT,RC-RELIGIOUS BELIEFS VERY IMPORTANT IN LIFE
RLGDCSN,RC-RELIGIOUS BELIEFS INFLUENCE LIFE DECISIONS
RLGFRND,RC-IMPORTANT FOR FRIENDS TO SHARE RELIGIOUS BELIEFS
RLGATTD,RC-NUMBER TIMES ATTEND RELIGIOUS SERVICES IN PST YR
AVGGRADE,RC-GRADE AVERAGE FOR LAST GRADING PERIOD COMPLETED
TALKPROB,RC-WHO YTH TALKS WITH ABOUT SERIOUS PROBLEMS
MJPGOT,METHOD OF OBTAINING LAST USED MARIJUANA
MJPBTFRM,SOURCE OF LAST USED MARIJUANA BOUGHT
MJPFREGT,SOURCE OF LAST USED FREE MARIJUANA
MJPBTPLC,LOCATION WHERE LAST USED MARIJUANA WAS BOUGHT
MJPFREPL,LOCATION WHERE LAST USED FREE MRJ WAS RECEIVED
SPILANAL,RCVD TRMT AT SPEC FAC FOR ILL DRG AND ALC - PST YR
TXNEDALC,NEEDED TREATMENT FOR ALCOHOL USE - PST YR
TXGAPALC,"NEEDED TRT FOR ALC USE, NOT RCVD TRT SPEC FAC-PY"
TXNDILAL,NEEDED TREATMENT FOR ILL DRG OR ALC USE - PST YR
TXGPILAL,"NEEDED TRT FOR DRG/ALC USE, NOT RCD TRT SP FAC-PY"
FLTNDILL,FELT NEED FOR TRMT FOR ILLICIT DRUG USE - PST YR
FLTNDALC,FELT NEED FOR TRMT FOR ALCOHOL USE - PST YR
FLNDILAL,FELT NEED FOR TRMT FOR ILL DRG OR ALC USE - PST YR
NMERTMT2,# OF TIMES BEEN TREATED IN EMER ROOM PAST 12 MOS
NMNGTHS2,# NIGHTS STAYED IN HOSPITAL OVERNIGHT OR LONGER
AUNMPSY2,# NIGHTS IN PRIV/PUB PSYCH HOSP PST 12 MOS
AUNMPGE2,# NIGHTS IN PSYCH UNIT OF GEN HOSP PST 12 MOS
AUNMMED2,# NIGHTS IN MED UNIT OF GEN HOSP PST 12 MOS
AUNMAHS2,# NIGHTS IN ANOTHER TYPE OF HOSP PST 12 MOS
AUNMRES2,# NIGHTS IN RESID TRMT CENTER PST 12 MOS
AUNMSFA2,# NIGHTS IN SOME OTHER FACIL PST 12 MOS
AUPINFM2,AMT YOU/FAMILY PAID FOR INPAT MH CARE
AUNMMEN2,# VISITS TO OUTPATIENT MH CNTR PST 12 MOS
AUNMTHE2,"# VISITS TO PRIV THERAPIST""S OFC PST 12 MOS"
AUNMDOC2,"# VISITS TO NON-CLINIC DR.""S OFC PST 12 MOS"
AUNMCLN2,# VISITS TO OUTPAT MED CLINIC PST 12 MOS
AUNMDTM2,# VISITS TO DAY TREATMENT PGM PST 12 MOS
AUNMOTO2,# VISIT OTPT SOME OTHER FACILITY PST 12 MOS
MHOPNUM2,"# OUTPAT VISIT FOR PROB W/EMOTIONS, PST 12 MOS"
YUHOSPN2,# NIGHTS STAYED IN HOSP FOR EMOT TRMT PST 12 MOS
YURSIDN2,# NIGHTS IN RESID CTR FOR EMOT TRMT PST 12 MOS
YUFCARN2,# NIGHTS IN FOST CARE FOR EMOT PROB PST 12 MOS
YUDYTXN2,# TIMES VISITED DAY TRMT PROG PAST 12 MOS
YUMHCRN2,# TIMES VISITED MENT HLTH CLNC PST 12 MOS
YUTPSTN2,# TIMES VISITED THERAPIST PAST 12 MONTHS
YUIHTPN2,# TIMES RCVD TRMT FR IN HOME COUNS PST 12 MOS
YUFDOCN2,# TIMES RCVD TRMT FROM FAMLY DOC PST 12 MOS
TXYRNME2,# TIMES EMER RM FOR TRMT OF ILL DRUGS PST 12 MOS
TXLTYDU2,# DAYS IN ALC/DRG TMT SO FAR/LAST TIME - RECODE
SNMOV5Y2,# TIMES MOVED IN PAST 5 YEARS
YEMOV5Y2,# TIMES MOVED IN PAST 5 YEARS
MOVESPY2,# TIMES MOVED PAST 12 MONTHS
TELNO2,# OF TELEPHONE LINES IN HOUSEHOLD
NOBOOKY2,# TIMES ARRESTED AND BOOKED PAST 12 MONTHS
IREDUC2,RECODE - IMPUTATION REVISED EDUCATION
JBSTATR2,WORK SITUATION IN PAST WEEK - RECODE
IRHHSIZ2,RECODE - IMPUTATION-REVISED # PERSONS IN HH
EDUCATN2,WHAT GRADE IN NOW/WILL BE IN
IRPINC3,RECODE -RESP TOT INCOME - IMPUTATION REVISED
IRFAMIN3,RECODE - TOT FAM INCOME - IMPUTATION REVISED
IRKI17_2,RECODE - IMPUTATION-REVISED # KIDS AGED<18 IN HH
IRHH65_2,REC - IMPUTATION-REVISED # OF PER IN HH AGED>=65
ANALWT_C,FIN PRSN-LEVEL SMPLE WGHT
NOMARR2,NUMBER OF TIMES MARRIED
WRKHRSW2,HOW MANY HOURS WORKED LAST WEEK
IIEDUC2,IMPUTATION REVISED EDUCATION INDICATOR
NRCH17_2,"RECODED # R""s CHILDREN < 18 IN HOUSEHOLD"
IIHHSIZ2,IRHHSIZ2-IMPUTATION INDICATOR
IIKI17_2,IRKI17_2-IMPUTATION INDICATOR
IIHH65_2,IRHH65_2-IMPUTATION INDICATOR
LFTSCHA2,AGE WHEN STOPPED ATTENDING SCHOOL
WRKJOBS2,"PAST 12 MOS, HOW MANY EMPLOYERS"
WRKLSTY2,WHAT YEAR LAST WORKED
IIPINC3,RECODE - RESP TOT INCOME - IMPUTATION INDICATOR
IIFAMIN3,RECODE - TOT FAM INCOME - IMPUTATION INDICATOR
PANATKN2,NUMBER OF ATTACKS OF FEAR PAST 12 MONTHS
MDEDPWKR,# OF WEEKS FELT DEPRESSED IN PAST 12 MONTHS
MDELIWK2,# OF WEEKS LOST INTEREST IN THINGS PAST 12 MOS
GADWKS2,"# WKS WORRY/NERVOUS MORE THAN OTHERS, PST 12 MOS"
PTSWKS2,"# WKS HAD RXNS SEVERAL TIMES A WK, PAST 12 MOS"
MHMEDWK2,"# WKS TOOK MEDS FOR MENT HLTH PROB, PST 12 MOS"
IMPWKS2,"# WEEKS HAD THESE DIFFICULTIES, PAST 12 MONTHS"
GNNDGET2,HOW DID YOU GET THE NEEDLE LAST TIME
TXLTYMN2,MAIN PLACE RCV TRMT LAST TIME/CURRENTLY
TXLTYOU2,OUTCOME OF LAST/CURRENT TREATMENT
LFSCHWH2,WHY YOU LEFT SCHOOL
AUOPYRS2,OTH FACIL RCVD OUTPAT MH TRMT PAST 12 MOS
BKOTHOF2,OTHER OFFENSE PAST 12 MONTHS - SPECIFY
TXYROTS2,OTHER PLACE RECEIVED TRMT PAST 12 MONTHS
TXPYSP2,OTHER PAY FOR LAST/CURRENT TRMT - SPECIFY
IRCGIRTB,NEED TO SMOKE TO FEEL LESS IRRITABLE - IMPUTATION REVISED
IRCGCRV,"CRAVE CIGS WHEN DON""T SMOKE FOR FEW HRS - IMPUTATION REVISED"
IRCGCRGP,"CRAVINGS OF CIGS LIKE FORCE CAN""T CNTRL - IMPUTATION REVISED"
IRCGNCTL,FEEL A SENSE OF CNTRL OVER SMOKING - IMPUTATION REVISED
